Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Avg. seconds,Avg. minutes
San Francisco Rent Board : Topic No. 306: Uncompensated Labor Rates,232,203,0:01:17,38,81.58,23.28,77,1.28
What to Expect During Construction in Your Neighborhood | Department of Building Inspection,232,193,0:02:01,58,63.79,36.64,121,2.02
About SFFD Operations | Fire Department,231,168,0:01:17,33,45.45,19.05,77,1.28
City and County of San Francisco : Logic and Accuracy (L&A) testing of Optech Insight machines,231,164,0:02:04,92,75,43.29,124,2.07
Controller : Financial Systems Replacement Project,231,209,0:01:52,173,89.02,74.03,112,1.87
Download Viewers | Welcome,231,213,0:01:00,83,48.19,38.53,60,1
Fire Safety Task Force | Department of Building Inspection,231,122,0:00:50,28,17.86,11.26,50,0.83
Mayor's Office of Housing : Getting Started with LEP,231,185,0:01:28,50,80,29.44,88,1.47
Office of the Mayor : Mayor's Calendar : Mayor Lee to conduct meetings at City Hall.,231,188,0:00:27,16,56.25,17.32,27,0.45
Public Auction of Tax-Defaulted Parcels | Treasurer & Tax Collector,231,177,0:01:29,9,55.56,23.38,89,1.48
San Francisco Police Department : Department News and Updates : SFPD Make Arrest in Hit and Run Traffic Collision,231,224,0:00:40,173,88.44,75.76,40,0.67
San Francisco Port Department : Maritime Day,231,109,0:00:19,84,16.67,36.8,19,0.32
San Francisco Public Works : San Francisco Street Pavement Condition Improves for Third Straight Year,231,143,0:00:47,94,42.55,44.16,47,0.78
Schedule a Group Fire Station Tour | Fire Department,231,173,0:00:45,53,66.04,27.71,45,0.75
City and County of San Francisco : Calendar,230,183,0:01:12,121,80.99,60.43,72,1.2
Golden State Warriors Moving Pavilion Project from Piers 30-32 to Mission Bay | Mission Bay Pavilion Project,230,187,0:01:25,65,69.23,39.13,85,1.42
Office of Economic and Workforce Development : Old Mint,230,202,0:00:48,46,89.13,35.65,48,0.8
Office of the Mayor : Programs and Initiatives,230,187,0:00:54,26,84.62,21.3,54,0.9
San Francisco Department of Human Resources : 24-PLUS Enhanced for Supervisors - April 2015,230,148,0:04:56,104,67.31,54.35,296,4.93
San Francisco Rent Board : Supervisor Hall's Tenant Ownership Program for Everyone Proposed Legislation 3/ 28/02,230,202,0:03:27,113,69.91,52.17,207,3.45
SFGov : Programs,230,177,0:00:38,160,70.62,70.87,38,0.63
Vision Training : About,230,87,0:00:56,47,91.49,21.3,56,0.93
Board of Supervisors : Municipal Transportation Agency Citizens Advisory Council,229,170,0:01:12,36,80.56,30.13,72,1.2
City and County of San Francisco : WOOF Program,229,193,0:03:33,179,82.68,75.11,213,3.55
"Department of Children, Youth and Their Families : DCYF News : DCYF Releases Request for Proposals for Disconnected Transitional Age Youth",229,171,0:02:19,108,75.93,63.32,139,2.32
Office of the Mayor : News Releases : Mayor Lee Launches Business Portal to Help Small Businesses Succeed,229,200,0:02:26,187,83.42,78.6,146,2.43
San Francisco Ethics Commission: Major Developers - Research and Filings,229,190,0:02:21,44,79.55,40.17,141,2.35
San Francisco Police Department : Department News and Updates : SFPD Arrest Suspects with High Powered Assault Rifles And Suspected Narcotics,229,220,0:01:43,130,87.69,59.39,103,1.72
San Francisco Public Works : General Obligation Bond Reports,229,128,0:00:18,95,17.89,41.92,18,0.3
San Francisco Rent Board : 主題編號205：根據Ellis法案進行迫遷,229,196,0:03:47,40,65,29.69,227,3.78
Board of Supervisors : Adele Failes-Carpenter - Youth Commission Staff,228,213,0:01:13,79,69.62,42.98,73,1.22
Board of Supervisors : Sunshine Ordinance Task Force,228,162,0:02:01,36,55.56,29.82,121,2.02
City and County of San Francisco : Public Notices and Meetings,228,107,0:00:20,21,95.24,12.72,20,0.33
"Committee on Information Technology : April 24, 2015",228,127,0:01:00,44,68.18,32.02,60,1
Controller : Complainant Survey,228,219,0:01:41,152,93.42,78.07,101,1.68
Controller : Forms & Templates,228,216,0:01:14,187,96.79,85.53,74,1.23
Reporting a Leaking Fire Hydrant | Fire Department,228,210,0:03:35,187,87.7,83.33,215,3.58
San Francisco Port Department : Shipbuilding at Steamboat Point | Pylon at Pier 40,228,86,0:00:05,9,0,6.58,5,0.08
San Francisco Rent Board : Costa-Hawkins Update - 1/20/99,228,202,0:02:47,85,69.41,45.18,167,2.78
Topic No. 990: Good Samaritan Tenancy Information | Rent Board,228,218,0:01:51,68,83.82,35.96,111,1.85
Health Funding: Mayor Announces New Funding for HIV/AIDS Battle | Welcome,227,198,0:02:20,48,58,48.9,140,2.33
San Francisco Police Department : Department News and Updates : SFPD Academy Class 239th Graduation August 15th,227,186,0:01:43,138,63.77,55.95,103,1.72
San Francisco Port Department : Discarded Treasure | Pylon at Pier 29,227,97,0:00:15,28,7.14,12.33,15,0.25
San Francisco Port Department : Permit Services FAQs,227,68,0:00:26,18,0,9.69,26,0.43
San Francisco Rent Board : Forms Center - Spanish,227,124,0:02:06,11,100,17.18,126,2.1
Board of Supervisors : Banning Smoking in Outdoor City Parks,226,209,0:08:38,204,93.63,91.15,518,8.63
City and County of San Francisco : Earlier Meetings,226,80,0:00:52,30,43.33,12.39,52,0.87
City and County of San Francisco : Resources for Unaccompanied Children,226,154,0:01:19,55,87.27,37.61,79,1.32
DBI In Lieu,226,187,0:01:54,186,95.7,82.74,114,1.9
Housing Authority | Welcome,226,190,0:02:43,108,33.94,48.23,163,2.72
Office of Economic and Workforce Development : The Americans with Disabilities Act (ADA) Certified Access Specialist (CASp) Small Business Assessment Program,226,178,0:03:45,97,74.23,64.16,225,3.75
Office of the Mayor : News Releases : Mayor Lee Takes First Step to Reform City’s Public Housing,226,208,0:03:39,189,86.77,81.42,219,3.65
Office of the Mayor : News Releases : Mayor Lee’s Statement On Board Of Supervisors Budget & Finance Committee Unanimous Approval Of City’s Two-Year Budget,226,193,0:00:39,96,45.83,33.63,39,0.65
San Francisco 311 : Animal Care and Control 101001- Feral Cats,226,203,0:04:37,203,87.19,85.4,277,4.62
"San Francisco Ethics Commission: Agenda - April 27, 2015",226,153,0:04:16,31,58.06,46.46,256,4.27
San Francisco Law Library : Support the Law Library,226,124,0:01:15,48,93.75,30.53,75,1.25
Board of Supervisors : Legislative Analyst Report - Limousine Laws (File No. 010712),225,199,0:06:46,198,87.88,86.22,406,6.77
City and County of San Francisco : Language Services Access & Services,225,175,0:02:35,162,59.26,55.11,155,2.58
D. Calculating Health Care Expenditures | Office of Labor Standards Enforcement,225,170,0:04:36,42,69.05,41.33,276,4.6
"Department of Children, Youth and Their Families : Citizens' Advisory Committee",225,178,0:01:17,63,73.02,39.56,77,1.28
"Department of Children, Youth and Their Families : Community News",225,173,0:01:20,84,80.95,47.11,80,1.33
Office of the Mayor : Mayor Lee Creates San Francisco Housing Trust Fund Working Group,225,195,0:01:52,176,69.89,69.33,112,1.87
Office of the Mayor : News Releases : Mayor Lee’s Statement on Governor Brown’s Signing of Bill to Allow Building Affordable Housing In Redevelopment Areas Faster,225,209,0:01:35,121,88.43,61.33,95,1.58
Related Links | Adult Probation Department,225,167,0:01:35,16,56.25,22.22,95,1.58
San Francisco Department of Human Resources : 24-PLUS Enhanced for Supervisors - February 2015,225,160,0:04:32,129,68.99,60,272,4.53
San Francisco Ethics Commission: Statement of Economic Interests (SEI) (Form 700) - Filers with unpaid late filing fees,225,212,0:01:06,49,48.98,22.67,66,1.1
San Francisco Fire Department : Notice to Building Owners & Managers Regarding Requirements for Roofing Contractors,225,204,0:01:52,174,85.06,73.78,112,1.87
San Francisco Police Department : Department News and Updates : SFPD Seek Public Assistance in Golden Gate Park Homicide Investigation,225,212,0:03:02,176,85.8,76.89,182,3.03
San Francisco Port Department : Tax Incentives,225,97,0:00:46,81,3.7,30.22,46,0.77
San Francisco Public Works : Aids Research (SOAR) project at 25 Van Ness,225,101,0:00:30,75,22.67,32.44,30,0.5
Temporary Fire Station Closure & Service Status | Fire Department,225,208,0:00:33,23,85.71,16.44,33,0.55
Board of Supervisors : District 1 Commissioner Profile,224,193,0:00:23,15,60,12.05,23,0.38
City and County of San Francisco : Accessible Public Event Checklist,224,166,0:02:15,102,68.63,48.66,135,2.25
City and County of San Francisco : Pet Alert Confirmation / Manage Page,224,199,0:00:44,50,68,33.04,44,0.73
City and County of San Francisco : Record Reproduction Charges,224,164,0:00:20,6,66.67,15.18,20,0.33
City and County of San Francisco : Weekly Reports,224,205,0:01:24,107,95.33,61.61,84,1.4
Office of the Mayor : News Releases : Mayor Lee Announces New Mission Bay Project to House Formerly Homeless Veterans,224,194,0:03:17,120,89.17,64.73,197,3.28
"Rent Board Commission - December 15, 2015 - Agenda | Rent Board",224,151,0:00:14,0,0,9.82,14,0.23
San Francisco Department of Emergency Management : Discussion-Based,224,205,0:00:05,8,87.5,6.7,5,0.08
San Francisco Ethics Commission: SFEC-Form 112b - Committee Account Registration Form,224,150,0:03:18,59,33.9,22.32,198,3.3
San Francisco Port Department : Construction Storm Water Permits and Procedures,224,87,0:01:03,67,1.49,31.7,63,1.05
San Francisco Port Department : Pier 70 Waterfront Site,224,101,0:01:01,30,0,21.43,61,1.02
San Francisco Public Works : 2015 Press Releases,224,85,0:00:17,41,9.76,18.3,17,0.28
Style selector | Shelter Monitoring Committee,224,223,0:00:20,0,0,0.45,20,0.33
Film Commission : Melanie Blum,223,222,0:01:10,152,98.03,70.85,70,1.17
Inclusionary Housing | Department of Building Inspection,223,179,0:01:40,79,72.15,52.91,100,1.67
Mayor's Office of Housing and Community Development : NEPA Reviews,223,197,0:01:34,137,92.7,69.06,94,1.57
Office of Economic and Workforce Development : Waterfront Development Projects,223,199,0:01:05,49,89.8,36.32,65,1.08
San Francisco Port Department : 2774 Registration Form to Download Electronic Bid Documents,223,80,0:00:26,1,0,7.62,26,0.43
San Francisco Port Department : Port Events : Seven Seas Navigator (cruise ship),223,111,0:00:12,11,9.09,17.04,12,0.2
San Francisco Port Department : SWL 337 Project Area Maps,223,68,0:00:13,4,0,3.14,13,0.22
San Francisco Public Works : San Francisco Street Pavement Conditions Showing Improvements,223,121,0:00:56,103,28.16,42.6,56,0.93
San Francisco Public Works : Sunset Playground Renovation,223,118,0:00:48,66,42.42,35.43,48,0.8
San Francisco Rent Board : Annual Rent Increase for 3/1/14 – 2/28/15 Announced,223,187,0:01:17,67,29.85,26.01,77,1.28
User account | Juvenile Probation Department,223,147,0:01:19,64,9.38,8.07,79,1.32
"Visual Arts Committee - July 15, 2015 - Meeting Agenda | San Francisco Arts Commission",223,104,0:01:50,30,70,34.53,110,1.83
About Us | State Legislation Committee,222,116,0:01:24,19,36.84,23.42,84,1.4
"Committee on Information Technology : June 5, 2015",222,135,0:01:23,56,91.07,40.99,83,1.38
Contact Us | Office of the Medical Examiner,222,151,0:01:11,40,70,41.44,71,1.18
Frequently Asked Questions | Welcome,222,185,0:01:45,16,50,33.78,105,1.75
New Carbon Monoxide Alarm Requirements for 2011 | Fire Department,222,191,0:02:39,174,78.74,69.82,159,2.65
Office of the Mayor : News Releases : Mayor Lee Announces Immediate Investments to House Homeless Families,222,198,0:02:57,144,89.58,76.58,177,2.95
San Francisco Fire Department : SFFD Statement of Incompatible Activities,222,216,0:01:18,39,79.49,27.48,78,1.3
San Francisco Fire Department : Supporting Documents,222,178,0:00:07,40,97.5,18.92,7,0.12
San Francisco Police Department : Department News and Updates : SFPD Recover Stolen Bicycle with SF SAFE Registration Sticker,222,201,0:02:13,135,69.63,56.31,133,2.22
San Francisco Police Department : Department News and Updates : SFPD Year End Crime Statistics,222,203,0:01:31,117,68.38,55.41,91,1.52
Violations | Department of Building Inspection,222,173,0:00:56,11,9.09,8.56,56,0.93
4.13 Sprinkler & Standpipe Flow Rate and Required Pressures | Fire Department,221,202,0:02:13,165,89.7,78.73,133,2.22
Board of Supervisors : Photo,221,151,0:00:29,7,71.43,19.46,29,0.48
Child Safety Seat Information | Fire Department,221,202,0:10:05,190,28.57,87.33,605,10.08
City and County of San Francisco : Standard Shared Template,221,134,0:02:58,97,64.95,47.96,178,2.97
Commission Orientation Binder | Juvenile Probation Department,221,94,0:01:05,8,25,11.76,65,1.08
San Francisco Rent Board : Investigative Hearings On Tenant Allegations Of Landlord Attempts To Evict Through Harassment Of Tenant,221,191,0:01:35,39,43.59,20.81,95,1.58
"TOT, TID & MED Filings | Treasurer & Tax Collector",221,204,0:05:22,125,52,61.99,322,5.37
Agendas | Juvenile Probation Department,220,133,0:01:03,10,10,11.36,63,1.05
Board of Supervisors : Permit Streamlining Act,220,198,0:03:48,195,90.26,86.82,228,3.8
Board of Supervisors : Shelter Monitoring Committee,220,169,0:02:06,109,77.98,53.64,126,2.1
City and County of San Francisco : LAO Complaint Process (Multilingual),220,136,0:01:00,63,82.54,35.91,60,1
Controller : Payroll & Personnel Services,220,204,0:01:00,169,79.88,72.73,60,1
"Department of Children, Youth and Their Families : Reports",220,150,0:01:15,37,81.08,36.82,75,1.25
San Francisco : California Academy of Sciences,220,192,0:02:30,154,86.36,73.64,150,2.5
San Francisco Department of Emergency Management : Workshop,220,213,0:00:07,9,88.89,6.82,7,0.12
San Francisco District Attorney : Man Found Guilty of Rape and the Pimping and Pandering of a Minor,220,154,0:01:30,81,72.84,39.55,90,1.5
San Francisco Port Department : Resources & Links,220,78,0:00:20,45,6.67,22.27,20,0.33
"Board of Supervisors : Industrial Protection Zones, Live/Work Projects and Community Plans",219,191,0:08:40,184,89.67,85.39,520,8.67
Completed Project Areas | Office of Community Investment and Infrastructure,219,137,0:00:22,6,20,5.94,22,0.37
For Your Information - Page Not Found | Local Homeless Coordinating Board,219,182,0:01:07,81,38.27,24.2,67,1.12
Office of the Mayor : 2014 News Releases,219,126,0:00:11,14,64.29,8.68,11,0.18
San Francisco Police Department : Medals Of Valor: 2005 Awards,219,191,0:02:01,167,82.63,72.15,121,2.02
San Francisco Port Department : Pier 70 Area: Union Iron Works Foundry & Warehouse - Building 115-116,219,91,0:00:34,21,4.76,14.16,34,0.57
2.01 Fire Alarm Submittal | Fire Department,218,181,0:02:28,121,77.05,55.5,148,2.47
About Us | Veterans' Affairs Commission,218,168,0:02:55,35,68.57,45.41,175,2.92
City and County of San Francisco : 2010,218,125,0:00:23,8,37.5,5.5,23,0.38
City and County of San Francisco : Access Plan Review Forms,218,152,0:01:39,74,93.24,49.08,99,1.65
City and County of San Francisco : Election Results 2000,218,165,0:02:45,88,61.36,44.95,165,2.75
"City and County of San Francisco : January 15, 2015",218,179,0:02:05,123,87.8,62.84,125,2.08
City and County of San Francisco : Mayor Lee Nominates Naomi Kelly as City Administrator,218,197,0:00:47,94,65.96,44.04,47,0.78
Community Meetings | Treasure Island Development Authority,218,168,0:00:32,5,40,9.63,32,0.53
Debt and Credit Counseling | Smart Money Network,218,153,0:01:42,61,55.74,40.83,102,1.7
Office of Economic and Workforce Development : Union Square,218,189,0:02:08,70,94.29,50,128,2.13
Revenue Control Equipment Compliance Fee | Treasurer & Tax Collector,218,130,0:01:38,59,47.46,30.73,98,1.63
San Francisco : Golden Gate Park Concourse Authority,218,97,0:00:47,88,84.09,40.83,47,0.78
San Francisco 311 : Homeless Reservation Centers,218,154,0:02:13,87,50.57,38.99,133,2.22
San Francisco Department of Emergency Management : Game,218,215,0:00:07,8,87.5,7.34,7,0.12
San Francisco Police Department : Chief Fong's Biography,218,201,0:03:27,197,90.36,89.45,207,3.45
San Francisco Port Department : Zero Waste Policy,218,100,0:00:50,41,4.88,26.61,50,0.83
Board of Supervisors : District 3 Commissioner Profile,217,188,0:00:37,20,65,13.36,37,0.62
City and County of San Francisco : Guidelines,217,202,0:01:47,120,90,73.27,107,1.78
Controller : Other Complaints,217,180,0:01:29,100,89,63.59,89,1.48
Mayor's Office of Housing : Refinance/Subordination of City Loans,217,168,0:02:07,88,65.91,48.39,127,2.12
Office of the Mayor : News Releases : Mayor Lee Swears In New Appointments & Reappointments to City Boards & Commissions,217,193,0:01:37,114,85.09,61.75,97,1.62
Resilient SF | Office of the City Administrator,217,120,0:02:15,37,45.95,15.67,135,2.25
Rule 414 Appointments | Civil Service Commission,217,179,0:02:38,24,70.83,40.09,158,2.63
San Francisco 311 : San Francisco Airport,217,148,0:02:00,16,87.5,29.95,120,2
San Francisco City Services On-Island | Treasure Island Development Authority,217,162,0:00:38,41,51.22,23.5,38,0.63
San Francisco Fire Department : School Visit Request Form,217,206,0:03:28,155,96.13,76.5,208,3.47
